No,CC,GN,NS,BU,FA,LD,BZ,FC,FP,RP,PP,KA,SC,TS,NV,MA,LB,AF,HU,Price,Choice
7728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7729,2,0,0,6,0,3,0,2,0,0,0,2,0,0,3,0,1,1,2,1,0
7730,1,0,0,3,0,1,0,1,0,0,0,2,0,0,2,0,4,2,1,4,1
7731,2,0,0,2,0,1,0,1,0,0,0,1,0,0,3,0,2,3,2,6,0
7732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7733,0,2,4,1,2,0,0,2,0,1,1,0,3,0,0,3,0,0,0,10,0
7734,0,1,3,5,1,0,0,2,0,1,2,0,4,0,0,2,0,0,0,1,1
7735,0,2,1,6,1,0,0,2,0,2,3,0,1,0,0,2,0,0,0,4,0
7736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7737,1,0,3,0,0,0,3,0,2,1,0,1,0,0,1,1,0,2,0,7,0
7738,2,0,5,0,0,0,3,0,3,1,0,1,0,0,1,4,0,2,0,4,0
7739,1,0,2,0,0,0,1,0,1,2,0,1,0,0,3,2,0,3,0,11,0
7740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7741,3,2,0,0,2,3,0,0,0,0,1,0,4,1,0,0,1,0,1,1,0
7742,1,1,0,0,1,1,0,0,0,0,1,0,2,1,0,0,1,0,1,10,0
7743,1,2,0,0,2,2,0,0,0,0,2,0,4,1,0,0,3,0,1,12,0
7744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7745,0,2,0,0,2,0,0,1,0,0,0,1,1,0,3,2,0,3,1,5,0
7746,0,1,0,0,1,0,0,2,0,0,0,2,2,0,1,1,0,3,2,8,0
7747,0,2,0,0,2,0,0,1,0,0,0,1,2,0,3,1,0,3,2,10,0
7748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7749,0,0,2,6,0,1,2,0,3,1,2,0,0,2,0,0,4,0,0,10,0
7750,0,0,5,6,0,2,2,0,1,2,1,0,0,2,0,0,1,0,0,1,0
7751,0,0,5,3,0,1,2,0,2,1,1,0,0,1,0,0,2,0,0,10,0
7752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7753,3,0,0,4,0,3,0,1,0,2,0,0,0,1,1,0,4,0,2,12,0
7754,3,0,0,5,0,3,0,1,0,1,0,0,0,1,1,0,4,0,2,3,1
7755,2,0,0,1,0,2,0,1,0,2,0,0,0,1,2,0,1,0,1,11,0
7756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7757,2,2,1,0,0,0,0,0,2,0,1,1,1,0,0,2,0,2,0,6,0
7758,3,2,4,0,0,0,0,0,2,0,1,2,2,0,0,4,0,3,0,8,1
7759,1,1,2,0,0,0,0,0,2,0,2,1,1,0,0,2,0,1,0,4,0
7760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7761,0,0,2,4,2,2,2,0,2,2,2,0,0,2,0,0,0,0,0,3,0
7762,0,0,2,5,1,3,1,0,2,2,1,0,0,2,0,0,0,0,0,10,0
7763,0,0,2,3,1,3,1,0,2,2,2,0,0,2,0,0,0,0,0,4,1
7764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7765,0,2,0,0,2,0,3,1,0,0,0,2,0,0,3,3,4,0,1,3,1
7766,0,2,0,0,1,0,3,1,0,0,0,2,0,0,1,2,3,0,2,9,0
7767,0,1,0,0,1,0,3,2,0,0,0,2,0,0,3,2,1,0,2,12,0
7768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7769,0,0,0,0,0,0,0,1,4,1,1,0,2,2,0,0,3,1,2,6,0
7770,0,0,0,0,0,0,0,2,2,2,3,0,1,2,0,0,3,3,2,3,1
7771,0,0,0,0,0,0,0,2,2,2,3,0,2,1,0,0,3,1,1,5,0
7772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7773,0,1,5,6,1,1,0,0,0,0,0,0,1,0,3,2,0,1,0,7,0
7774,0,2,2,5,1,3,0,0,0,0,0,0,2,0,3,1,0,3,0,11,0
7775,0,2,4,3,1,2,0,0,0,0,0,0,4,0,2,4,0,1,0,4,1
7776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7777,2,0,5,0,0,0,2,0,1,1,0,1,0,0,2,0,2,2,0,7,0
7778,1,0,3,0,0,0,1,0,2,1,0,1,0,0,1,0,1,2,0,5,1
7779,1,0,5,0,0,0,3,0,2,2,0,1,0,0,2,0,1,2,0,9,0
7780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7781,2,2,0,5,0,0,2,1,0,0,0,2,1,3,0,2,0,0,0,6,0
7782,2,1,0,6,0,0,3,2,0,0,0,1,4,1,0,1,0,0,0,5,0
7783,2,2,0,6,0,0,1,2,0,0,0,2,4,3,0,4,0,0,0,5,0
7784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7785,1,0,0,0,2,2,0,0,0,2,3,1,1,0,0,1,0,0,1,4,0
7786,2,0,0,0,2,3,0,0,0,1,2,1,4,0,0,2,0,0,2,7,1
7787,1,0,0,0,1,3,0,0,0,2,3,2,2,0,0,3,0,0,1,10,0
7788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7789,0,0,4,4,2,2,1,1,1,0,0,0,0,0,0,0,0,3,2,3,0
7790,0,0,4,4,1,3,1,1,1,0,0,0,0,0,0,0,0,2,1,8,1
7791,0,0,2,4,2,3,2,1,2,0,0,0,0,0,0,0,0,2,2,10,0
7792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7793,2,1,5,4,0,0,0,0,0,0,1,0,3,3,3,0,1,0,0,5,0
7794,3,2,1,4,0,0,0,0,0,0,1,0,2,2,1,0,4,0,0,5,1
7795,2,2,1,3,0,0,0,0,0,0,2,0,3,3,3,0,4,0,0,12,0
7796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7797,0,2,0,0,0,1,3,2,4,1,1,0,0,0,2,3,0,0,0,2,0
7798,0,2,0,0,0,1,2,1,3,1,2,0,0,0,3,4,0,0,0,11,0
7799,0,2,0,0,0,2,2,2,2,2,3,0,0,0,1,3,0,0,0,8,1
7800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7801,0,1,4,0,2,0,2,0,0,0,0,1,0,2,0,0,2,1,1,3,1
7802,0,1,2,0,2,0,1,0,0,0,0,1,0,3,0,0,4,3,1,9,0
7803,0,2,5,0,1,0,1,0,0,0,0,2,0,1,0,0,4,3,1,7,0
7804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7805,2,0,0,0,1,1,0,2,2,0,0,0,3,1,2,0,0,3,0,10,0
7806,3,0,0,0,1,1,0,2,2,0,0,0,4,1,3,0,0,3,0,1,1
7807,2,0,0,0,2,1,0,1,4,0,0,0,1,3,3,0,0,2,0,5,0
7808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7809,0,0,0,2,0,0,0,0,0,2,2,2,1,0,0,3,2,3,1,8,0
7810,0,0,0,3,0,0,0,0,0,1,2,1,3,0,0,3,2,1,1,3,1
7811,0,0,0,4,0,0,0,0,0,1,1,2,2,0,0,4,3,1,2,12,0
7812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7813,0,0,5,0,2,2,3,0,0,0,2,1,0,2,0,3,3,0,0,10,1
7814,0,0,5,0,1,2,2,0,0,0,3,2,0,2,0,1,1,0,0,2,0
7815,0,0,2,0,1,1,2,0,0,0,2,2,0,2,0,2,4,0,0,1,0
7816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7817,2,2,0,6,2,0,0,2,1,2,0,0,0,0,2,0,0,0,1,12,0
7818,1,1,0,2,1,0,0,1,3,2,0,0,0,0,1,0,0,0,2,7,1
7819,3,1,0,2,1,0,0,2,4,1,0,0,0,0,3,0,0,0,1,8,0
7820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7821,1,2,0,0,0,1,0,0,2,0,0,0,0,2,0,3,1,1,2,11,0
7822,2,1,0,0,0,1,0,0,1,0,0,0,0,2,0,4,2,1,2,1,1
7823,2,1,0,0,0,3,0,0,4,0,0,0,0,2,0,3,1,2,2,5,0
7824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7825,0,0,4,5,0,0,1,2,0,0,1,2,1,0,3,0,3,0,0,7,0
7826,0,0,2,4,0,0,2,1,0,0,1,1,2,0,1,0,3,0,0,12,0
7827,0,0,5,1,0,0,1,1,0,0,2,2,2,0,3,0,1,0,0,6,1
7828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7829,0,0,4,0,2,0,0,1,0,0,0,1,2,3,0,3,0,1,1,7,1
7830,0,0,5,0,2,0,0,1,0,0,0,2,3,3,0,4,0,2,2,3,0
7831,0,0,5,0,2,0,0,1,0,0,0,1,2,3,0,1,0,1,1,5,0
7832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7833,1,2,0,0,0,3,3,0,4,2,1,0,0,0,0,0,2,0,1,8,0
7834,1,1,0,0,0,2,1,0,2,1,1,0,0,0,0,0,2,0,2,1,0
7835,3,2,0,0,0,2,3,0,3,2,3,0,0,0,0,0,4,0,2,1,1
7836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7837,2,0,0,2,0,0,0,2,0,1,2,0,4,2,0,3,3,0,0,1,0
7838,2,0,0,4,0,0,0,1,0,1,2,0,3,3,0,3,3,0,0,4,1
7839,2,0,0,6,0,0,0,1,0,1,3,0,4,1,0,4,3,0,0,4,0
7840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7841,0,1,0,4,2,0,1,0,3,0,0,2,0,0,3,0,0,1,1,6,0
7842,0,2,0,3,2,0,3,0,4,0,0,2,0,0,2,0,0,1,1,6,1
7843,0,1,0,1,2,0,2,0,4,0,0,1,0,0,3,0,0,2,1,11,0
7844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7845,0,0,3,3,2,3,0,2,4,0,2,1,1,0,0,0,0,0,0,9,0
7846,0,0,5,2,2,2,0,2,2,0,2,1,3,0,0,0,0,0,0,6,1
7847,0,0,2,4,2,3,0,1,2,0,2,2,2,0,0,0,0,0,0,1,0
7848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7849,2,1,2,0,0,3,1,0,0,0,0,0,0,2,2,4,0,2,0,3,0
7850,1,2,5,0,0,1,2,0,0,0,0,0,0,3,1,3,0,3,0,7,1
7851,3,2,5,0,0,1,3,0,0,0,0,0,0,1,2,3,0,1,0,1,0
7852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7853,0,0,0,0,0,2,2,1,0,2,0,1,0,0,1,3,2,0,1,1,0
7854,0,0,0,0,0,2,3,2,0,1,0,1,0,0,1,2,1,0,2,11,1
7855,0,0,0,0,0,3,2,2,0,2,0,2,0,0,2,1,3,0,2,12,0
7856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7857,0,1,1,1,1,0,0,0,4,1,0,0,3,1,0,0,3,0,0,5,0
7858,0,2,1,3,1,0,0,0,3,2,0,0,3,3,0,0,4,0,0,7,0
7859,0,1,5,2,1,0,0,0,3,2,0,0,4,1,0,0,1,0,0,2,1
7860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7861,3,0,4,1,0,1,3,0,0,0,1,0,3,0,0,0,0,2,2,4,0
7862,3,0,4,3,0,3,3,0,0,0,3,0,2,0,0,0,0,1,1,8,1
7863,3,0,1,6,0,2,2,0,0,0,1,0,2,0,0,0,0,2,1,8,0
7864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7865,2,0,0,0,0,0,0,0,1,2,1,2,0,1,2,1,0,0,1,2,0
7866,1,0,0,0,0,0,0,0,1,2,1,1,0,3,3,2,0,0,2,9,1
7867,3,0,0,0,0,0,0,0,3,1,2,1,0,1,3,1,0,0,1,6,0
7868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7869,0,2,0,0,2,0,2,2,0,0,2,0,0,0,3,1,1,1,0,7,0
7870,0,2,0,0,1,0,1,1,0,0,3,0,0,0,1,1,2,1,0,5,1
7871,0,1,0,0,1,0,2,2,0,0,2,0,0,0,1,4,3,3,0,9,0
7872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7873,2,1,0,0,0,0,0,1,2,0,0,1,2,0,0,0,1,2,1,5,0
7874,1,2,0,0,0,0,0,1,1,0,0,2,2,0,0,0,2,1,1,4,1
7875,1,2,0,0,0,0,0,2,3,0,0,2,3,0,0,0,4,1,2,7,0
7876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7877,0,0,1,3,1,3,0,0,2,2,0,0,0,3,0,3,0,2,0,1,0
7878,0,0,1,3,1,1,0,0,4,1,0,0,0,1,0,3,0,1,0,3,1
7879,0,0,1,2,2,2,0,0,1,2,0,0,0,1,0,1,0,3,0,7,0
7880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7881,0,1,2,0,2,0,3,2,0,1,3,0,0,3,0,0,0,0,1,7,0
7882,0,2,5,0,2,0,2,1,0,1,3,0,0,1,0,0,0,0,1,1,1
7883,0,1,2,0,1,0,2,2,0,2,1,0,0,1,0,0,0,0,1,7,0
7884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7885,1,0,0,5,2,2,0,0,0,0,0,1,1,2,3,0,1,0,0,11,0
7886,3,0,0,2,2,1,0,0,0,0,0,2,3,2,2,0,2,0,0,5,1
7887,1,0,0,3,2,2,0,0,0,0,0,1,3,3,2,0,4,0,0,11,0
7888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7889,0,2,3,0,0,0,0,0,1,0,3,0,4,0,1,2,1,0,1,7,1
7890,0,2,2,0,0,0,0,0,1,0,1,0,4,0,3,3,2,0,1,1,0
7891,0,2,5,0,0,0,0,0,4,0,2,0,3,0,2,3,1,0,1,3,0
7892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7893,3,0,5,4,0,1,3,1,0,1,0,1,0,0,0,0,0,2,0,9,0
7894,2,0,4,4,0,2,3,1,0,2,0,1,0,0,0,0,0,2,0,11,0
7895,3,0,5,6,0,2,2,1,0,1,0,2,0,0,0,0,0,2,0,7,1
7896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7897,0,2,0,1,2,1,0,0,0,1,0,1,1,0,0,2,0,0,2,2,0
7898,0,2,0,1,2,2,0,0,0,2,0,2,2,0,0,1,0,0,1,10,1
7899,0,1,0,3,1,2,0,0,0,2,0,1,1,0,0,2,0,0,1,12,0
7900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7901,2,0,0,0,0,0,1,1,2,0,1,0,0,3,2,0,4,3,0,6,1
7902,2,0,0,0,0,0,3,1,1,0,2,0,0,1,2,0,2,1,0,11,0
7903,3,0,0,0,0,0,3,2,4,0,3,0,0,3,2,0,1,3,0,1,0
7904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7905,0,2,4,0,0,3,0,0,4,2,1,1,0,0,2,0,0,3,0,11,0
7906,0,2,3,0,0,1,0,0,4,2,1,1,0,0,1,0,0,2,0,3,1
7907,0,2,4,0,0,2,0,0,3,2,2,1,0,0,2,0,0,3,0,5,0
7908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7909,2,0,0,2,1,0,1,2,0,0,0,0,0,2,0,1,2,0,1,3,0
7910,3,0,0,5,1,0,3,2,0,0,0,0,0,1,0,4,4,0,1,3,0
7911,1,0,0,2,2,0,3,1,0,0,0,0,0,1,0,3,3,0,2,1,1
7912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7913,0,2,0,4,0,0,1,0,0,0,1,1,4,1,0,2,0,2,0,4,0
7914,0,1,0,4,0,0,2,0,0,0,1,1,1,1,0,3,0,3,0,3,0
7915,0,2,0,4,0,0,2,0,0,0,2,2,3,3,0,1,0,2,0,3,0
7916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7917,2,0,5,0,1,3,0,1,2,0,0,0,3,0,3,0,0,0,2,1,0
7918,1,0,3,0,1,3,0,1,1,0,0,0,2,0,1,0,0,0,2,9,1
7919,3,0,5,0,2,2,0,1,1,0,0,0,3,0,3,0,0,0,1,4,0
7920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7921,0,0,0,0,1,1,0,0,0,2,3,0,1,3,0,0,4,2,1,2,0
7922,0,0,0,0,1,3,0,0,0,1,2,0,3,1,0,0,4,1,2,6,1
7923,0,0,0,0,2,2,0,0,0,1,3,0,1,2,0,0,4,2,2,4,0
7924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7925,1,2,1,5,0,0,0,1,0,1,0,0,0,0,2,2,1,0,0,5,0
7926,2,1,5,2,0,0,0,1,0,2,0,0,0,0,1,1,4,0,0,11,1
7927,2,1,5,5,0,0,0,2,0,2,0,0,0,0,1,3,3,0,0,5,0
7928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7929,0,0,4,0,1,1,3,0,1,0,3,2,0,0,0,1,2,0,0,11,1
7930,0,0,3,0,1,2,1,0,2,0,1,1,0,0,0,4,4,0,0,2,0
7931,0,0,2,0,1,2,3,0,3,0,2,1,0,0,0,1,1,0,0,2,0
7932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7933,0,0,0,6,0,0,2,2,2,2,0,1,0,1,3,0,0,0,1,9,0
7934,0,0,0,3,0,0,1,2,1,2,0,1,0,2,3,0,0,0,1,7,1
7935,0,0,0,1,0,0,3,2,3,2,0,2,0,2,3,0,0,0,2,11,0
7936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7937,2,1,0,0,0,0,0,2,1,0,0,1,2,1,0,1,0,1,0,5,0
7938,2,2,0,0,0,0,0,2,3,0,0,1,4,2,0,3,0,1,0,11,0
7939,3,1,0,0,0,0,0,1,4,0,0,1,1,2,0,3,0,3,0,8,0
7940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7941,2,1,4,5,0,0,1,0,0,0,2,0,4,0,1,0,0,0,1,4,0
7942,2,1,2,6,0,0,3,0,0,0,1,0,2,0,3,0,0,0,1,2,0
7943,2,2,5,6,0,0,1,0,0,0,3,0,4,0,2,0,0,0,2,11,0
7944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7945,0,0,0,0,2,2,3,2,0,2,0,0,2,0,1,0,2,2,0,8,0
7946,0,0,0,0,2,1,2,2,0,2,0,0,4,0,3,0,3,3,0,9,0
7947,0,0,0,0,1,2,1,1,0,1,0,0,4,0,1,0,2,3,0,10,0
7948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7949,3,1,5,0,0,3,0,0,0,2,0,2,0,1,0,0,4,0,1,12,0
7950,2,1,4,0,0,3,0,0,0,1,0,2,0,1,0,0,2,0,2,8,0
7951,3,2,2,0,0,1,0,0,0,1,0,2,0,1,0,0,4,0,2,2,0
7952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7953,1,0,0,6,2,0,0,0,3,1,1,0,0,0,0,2,0,3,2,12,0
7954,2,0,0,4,1,0,0,0,3,2,2,0,0,0,0,3,0,2,2,5,0
7955,2,0,0,2,2,0,0,0,2,2,2,0,0,0,0,2,0,3,2,5,0
7956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7957,0,2,0,6,2,1,0,1,0,0,2,2,0,1,1,0,0,0,0,6,0
7958,0,1,0,1,1,1,0,2,0,0,3,2,0,2,1,0,0,0,0,11,0
7959,0,1,0,2,1,2,0,2,0,0,2,1,0,2,1,0,0,0,0,1,0
7960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7961,0,0,5,6,0,2,1,0,4,0,0,0,2,0,0,1,3,3,0,12,0
7962,0,0,2,6,0,1,2,0,1,0,0,0,3,0,0,4,3,3,0,9,0
7963,0,0,4,6,0,3,1,0,1,0,0,0,3,0,0,3,1,1,0,6,0
7964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7965,1,1,4,0,2,0,3,0,3,1,0,0,2,3,0,0,0,0,0,2,0
7966,3,1,4,0,1,0,1,0,3,1,0,0,3,1,0,0,0,0,0,2,0
7967,3,2,4,0,1,0,2,0,4,2,0,0,1,2,0,0,0,0,0,2,0
7968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7969,0,0,0,0,0,0,0,1,0,0,3,2,2,0,3,4,4,2,2,9,0
7970,0,0,0,0,0,0,0,1,0,0,3,1,3,0,1,2,1,1,1,6,0
7971,0,0,0,0,0,0,0,1,0,0,2,1,4,0,1,3,2,2,2,9,0
7972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7973,0,2,0,3,0,2,0,2,1,1,3,0,0,0,0,0,3,3,0,11,0
7974,0,2,0,1,0,1,0,2,1,2,1,0,0,0,0,0,1,2,0,11,0
7975,0,1,0,4,0,3,0,2,4,1,2,0,0,0,0,0,3,1,0,12,0
7976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7977,1,0,0,0,2,1,1,0,0,0,0,2,0,1,3,1,0,0,2,5,0
7978,3,0,0,0,2,2,1,0,0,0,0,2,0,1,2,2,0,0,1,5,0
7979,2,0,0,0,1,2,2,0,0,0,0,2,0,2,1,2,0,0,2,2,0
7980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7981,2,0,4,0,2,1,0,2,0,0,1,0,0,2,0,2,0,3,0,3,1
7982,3,0,2,0,1,2,0,2,0,0,2,0,0,1,0,1,0,3,0,8,0
7983,3,0,5,0,1,1,0,2,0,0,1,0,0,3,0,3,0,2,0,6,0
7984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7985,0,1,0,2,0,0,0,0,4,1,0,1,4,0,3,0,2,0,2,9,0
7986,0,2,0,4,0,0,0,0,1,1,0,1,1,0,1,0,4,0,1,10,0
7987,0,2,0,3,0,0,0,0,3,2,0,2,1,0,3,0,3,0,1,4,1
7988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7989,0,0,0,4,0,0,3,1,0,0,1,1,2,0,0,1,4,3,0,8,0
7990,0,0,0,5,0,0,3,2,0,0,1,2,3,0,0,2,2,3,0,11,0
7991,0,0,0,2,0,0,2,1,0,0,3,2,2,0,0,1,1,2,0,7,0
7992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7993,1,1,4,0,2,3,1,0,2,2,0,0,0,0,2,0,0,0,0,4,1
7994,2,1,1,0,1,3,2,0,4,2,0,0,0,0,1,0,0,0,0,7,0
7995,2,1,3,0,2,3,1,0,4,2,0,0,0,0,3,0,0,0,0,1,0
7996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7997,0,2,0,0,0,3,0,2,0,0,0,0,1,2,3,0,2,3,2,9,0
7998,0,2,0,0,0,3,0,1,0,0,0,0,2,1,1,0,4,3,1,12,0
7999,0,2,0,0,0,1,0,1,0,0,0,0,3,1,3,0,4,2,1,5,0
8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8001,3,0,1,0,0,0,0,0,1,2,2,2,0,3,0,2,0,0,2,8,0
8002,1,0,5,0,0,0,0,0,2,1,3,2,0,1,0,2,0,0,2,3,1
8003,3,0,2,0,0,0,0,0,2,2,3,2,0,3,0,4,0,0,1,3,0
8004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8005,0,2,0,5,2,0,3,2,1,0,3,0,0,3,3,0,0,0,0,12,0
8006,0,1,0,3,1,0,2,1,3,0,3,0,0,2,2,0,0,0,0,1,1
8007,0,1,0,4,2,0,1,2,4,0,3,0,0,3,2,0,0,0,0,8,0
8008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8009,3,0,1,1,1,2,2,0,0,0,0,1,0,0,0,0,2,3,0,11,0
8010,2,0,1,4,2,3,2,0,0,0,0,1,0,0,0,0,2,2,0,8,0
8011,2,0,2,3,1,2,1,0,0,0,0,2,0,0,0,0,3,2,0,12,0
8012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8013,0,0,5,0,2,0,3,2,0,2,0,0,2,0,1,4,0,0,1,9,0
8014,0,0,3,0,1,0,2,1,0,1,0,0,4,0,1,3,0,0,1,12,0
8015,0,0,1,0,2,0,3,2,0,1,0,0,1,0,1,4,0,0,2,1,0
8016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8017,0,2,0,1,0,1,0,0,4,2,0,0,0,2,0,3,2,2,0,5,0
8018,0,2,0,2,0,2,0,0,2,1,0,0,0,3,0,3,3,1,0,2,0
8019,0,1,0,6,0,3,0,0,1,1,0,0,0,3,0,4,3,2,0,10,0
8020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8021,2,0,0,0,0,3,3,1,2,0,2,2,2,0,0,0,0,0,1,5,1
8022,1,0,0,0,0,2,1,1,1,0,3,1,4,0,0,0,0,0,2,2,0
8023,2,0,0,0,0,1,1,1,4,0,1,2,3,0,0,0,0,0,1,10,0
8024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8025,1,1,0,5,1,0,0,0,0,1,2,0,0,0,0,4,0,3,2,10,0
8026,1,1,0,6,1,0,0,0,0,2,3,0,0,0,0,3,0,3,1,5,0
8027,1,2,0,2,1,0,0,0,0,1,1,0,0,0,0,1,0,3,1,1,0
8028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8029,1,0,5,0,0,0,0,0,0,0,3,1,3,2,1,0,2,3,0,10,0
8030,3,0,3,0,0,0,0,0,0,0,2,2,2,3,3,0,1,1,0,5,0
8031,1,0,2,0,0,0,0,0,0,0,1,1,2,1,1,0,2,1,0,4,1
8032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8033,0,2,4,4,0,2,3,0,0,0,0,0,3,2,0,3,0,0,1,11,0
8034,0,1,2,2,0,3,3,0,0,0,0,0,4,3,0,3,0,0,1,4,0
8035,0,1,2,1,0,3,1,0,0,0,0,0,1,1,0,2,0,0,2,8,0
8036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
